question id,domain,question,prompt_type,response,sources
5,Medicine,What major and minor criteria diagnose infective endocarditis?,direct,"Major criteria (Duke/Duke‑ISCVID 2023)
- Microbiologic: typical IE organisms from ≥2 blood‑culture sets or persistently positive cultures; single positive for Coxiella burnetii (phase I IgG ≥1:800); pathogen ID for C. burnetii, Bartonella spp., or T. whipplei by PCR/NGS; Bartonella IgG ≥1:800. Typical organisms include oral streptococci, Streptococcus gallolyticus, HACEK, Staphylococcus aureus, Enterococcus faecalis.
- Imaging: evidence of endocardial involvement—vegetation, abscess, new partial prosthetic dehiscence, or new regurgitation on echo; characteristic lesions on cardiac CT, 18F‑FDG PET/CT, or WBC SPECT (especially prosthetic valves).
- Surgical: intraoperative macroscopic evidence of IE (2023 addition).

Minor criteria
- Predisposition (cardiac risk or injection drug use)
- Fever ≥38°C
- Vascular phenomena (systemic/pulmonary emboli or infarcts, mycotic aneurysm, intracranial hemorrhage, conjunctival hemorrhages, Janeway lesions; cerebral/splenic abscess)
- Immunologic phenomena (glomerulonephritis, Osler nodes, Roth spots, rheumatoid factor)
- Microbiologic evidence not meeting major.

Sources:
https://academic.oup.com/cid/article-abstract/77/4/518/7151107
https://academic.oup.com/eurheartj/article/44/39/3948/7243107
https://www.merckmanuals.com/professional/cardiovascular-disorders/endocarditis/infective-endocarditis",https://academic.oup.com/cid/article-abstract/77/4/518/7151107; https://academic.oup.com/eurheartj/article/44/39/3948/7243107; https://www.merckmanuals.com/professional/cardiovascular-disorders/endocarditis/infective-endocarditis
5,Medicine,What major and minor criteria diagnose infective endocarditis?,precise,"Major (Modified Duke)
- Positive blood cultures with typical IE organisms (viridans streptococci, Streptococcus gallolyticus/bovis, HACEK, Staphylococcus aureus; community-acquired enterococci without another focus), with persistent positives; or a single positive for Coxiella burnetii or phase‑I IgG ≥1:800.
- Evidence of endocardial involvement: echocardiogram showing vegetation, abscess, or new partial dehiscence of a prosthetic valve; or new valvular regurgitation.

Minor
- Predisposition (cardiac lesion or injection drug use).
- Fever ≥38°C.
- Vascular phenomena (arterial emboli, septic pulmonary infarcts, mycotic aneurysm, intracranial hemorrhage, conjunctival hemorrhages, Janeway lesions).
- Immunologic phenomena (glomerulonephritis, Osler nodes, Roth spots, rheumatoid factor).
- Microbiologic evidence not meeting major.

Diagnostic thresholds: Definite IE = 2 major, or 1 major + 3 minor, or 5 minor. Note: 2023 Duke‑ISCVID updates add PET/CT, cardiac CT, and intraoperative surgical findings as Major in appropriate settings, and refine organism lists.

Sources:
https://academic.oup.com/eurheartj/article-abstract/36/44/3075/2293384
https://academic.oup.com/cid/article-abstract/77/4/518/7151107",https://academic.oup.com/eurheartj/article-abstract/36/44/3075/2293384; https://academic.oup.com/cid/article-abstract/77/4/518/7151107
5,Medicine,What major and minor criteria diagnose infective endocarditis?,verification,"Major (Duke‑ISCVID 2023): 
- Microbiology: ≥2 positive blood‑culture sets for typical IE organisms (or ≥3 for less typical), or PCR/serology for Coxiella, Bartonella, or T. whipplei. 
- Imaging/surgery: Echo/cardiac CT showing vegetation, abscess, perforation/fistula, prosthetic partial dehiscence, or significant new regurgitation; [18F]-FDG PET/CT uptake on valves/leads/prostheses ≥3 months after valve implantation; or intraoperative evidence of IE. 
Minor: 
- Predisposition (prosthetic/transcatheter valves, CIEDs, prior IE, congenital disease, significant valve disease/HOCM, or IVDU); fever ≥38°C; vascular phenomena (arterial emboli, septic pulmonary infarcts, mycotic aneurysm, intracranial hemorrhage, conjunctival hemorrhage, Janeway lesions, brain/splenic abscess, purulent purpura); immunologic phenomena (GN, Osler nodes, Roth spots, RF); microbiologic evidence not meeting major; PET/CT uptake <3 months after valve implantation; auscultatory new regurgitation if echo unavailable. 

These sources reproduce and originate the 2023 Duke‑ISCVID criteria, the current reference standard.

Sources:
https://www.merckmanuals.com/professional/cardiovascular-disorders/endocarditis/infective-endocarditis
https://pubmed.ncbi.nlm.nih.gov/37138445/",https://www.merckmanuals.com/professional/cardiovascular-disorders/endocarditis/infective-endocarditis; https://pubmed.ncbi.nlm.nih.gov/37138445/
5,Medicine,What major and minor criteria diagnose infective endocarditis?,icl,"Most current: 2023 Duke-ISCVID criteria.

Major
- Microbiologic: Typical IE organisms from ≥2 blood-culture sets; or nontypical from ≥3; or PCR/serology for Coxiella, Bartonella, or Tropheryma whipplei (single positive for C. burnetii or Bartonella IFA ≥1:800 accepted). 
- Imaging: Echo or cardiac CT showing vegetation/abscess/perforation/pseudoaneurysm/fistula, new prosthetic dehiscence, or new regurgitation; or abnormal FDG-PET/CT involving valve/graft/CIED.
- Surgical: Intraoperative direct evidence of IE. ([journalfeed.org](https://journalfeed.org/article-a-day/2024/what-are-the-new-duke-iscvid-criteria/))

Minor
- Predisposition (prior IE, prosthetic valve/repair, CHD, significant valve disease, CIED, HOCM, injection drug use); fever ≥38°C; vascular phenomena (emboli, septic pulmonary infarcts, cerebral/splenic abscess, mycotic aneurysm, ICH, conjunctival hemorrhages, Janeway); immunologic phenomena (RF, Osler nodes, Roth spots, immune-complex GN); microbiology not meeting major; select imaging/auscultation findings when echo unavailable. ([journalfeed.org](https://journalfeed.org/article-a-day/2024/what-are-the-new-duke-iscvid-criteria/))

Definite IE: 2 major; or 1 major + 3 minor; or 5 minor. ([journalfeed.org](https://journalfeed.org/article-a-day/2024/what-are-the-new-duke-iscvid-criteria/))
Sources:
https://journalfeed.org/article-a-day/2024/what-are-the-new-duke-iscvid-criteria/
https://academic.oup.com/cid/article-abstract/77/4/518/7151107
https://www.acc.org/Latest-in-Cardiology/ten-points-to-remember/2023/08/29/20/49/2023-esc-guidelines-for-endocarditis-esc-2023",https://journalfeed.org/article-a-day/2024/what-are-the-new-duke-iscvid-criteria/; https://academic.oup.com/cid/article-abstract/77/4/518/7151107; https://www.acc.org/Latest-in-Cardiology/ten-points-to-remember/2023/08/29/20/49/2023-esc-guidelines-for-endocarditis-esc-2023
6,Medicine,What clinical and laboratory criteria define sepsis and septic shock (Sepsis-3)?,direct,"- Sepsis (Sepsis-3): Life-threatening organ dysfunction from infection, operationalized as suspected/documented infection plus an acute increase in SOFA score ≥2 points (organs assessed include respiratory, coagulation, liver, cardiovascular, CNS, and renal). qSOFA (RR ≥22/min, SBP ≤100 mmHg, altered mentation): ≥2 flags high risk and prompts evaluation for organ dysfunction. ([pmc.ncbi.nlm.nih.gov](https://pmc.ncbi.nlm.nih.gov/articles/PMC4968574/?utm_source=openai))
- Septic shock: Sepsis with persistent hypotension requiring vasopressors to maintain MAP ≥65 mmHg and serum lactate >2 mmol/L despite adequate fluid resuscitation. ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492876?utm_source=openai))

Sources:
https://pmc.ncbi.nlm.nih.gov/articles/PMC4968574/
https://jamanetwork.com/journals/jama/fullarticle/2492876
https://jamanetwork.com/journals/jama/fullarticle/2492875
https://www.sccm.org/clinical-resources/sepsis-definitions",https://pmc.ncbi.nlm.nih.gov/articles/PMC4968574/?utm_source=openai; https://jamanetwork.com/journals/jama/fullarticle/2492876?utm_source=openai; https://pmc.ncbi.nlm.nih.gov/articles/PMC4968574/; https://jamanetwork.com/journals/jama/fullarticle/2492876; https://jamanetwork.com/journals/jama/fullarticle/2492875; https://www.sccm.org/clinical-resources/sepsis-definitions
6,Medicine,What clinical and laboratory criteria define sepsis and septic shock (Sepsis-3)?,precise,"- Sepsis (Sepsis-3): Suspected or documented infection plus life-threatening organ dysfunction, operationalized as an acute increase in SOFA score ≥2 points from baseline. SOFA components: PaO2/FiO2, platelets, bilirubin, MAP/vasopressors, Glasgow Coma Scale, creatinine/urine output. ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492881?utm_source=openai))
- qSOFA (screening tool, not diagnostic): ≥2 of respiratory rate ≥22/min, systolic BP ≤100 mm Hg, or altered mentation → prompts SOFA assessment and escalation. ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492881?utm_source=openai))
- Septic shock: Sepsis with persisting hypotension requiring vasopressors to maintain MAP ≥65 mm Hg AND serum lactate >2 mmol/L (>18 mg/dL) despite adequate fluid resuscitation, in the absence of hypovolemia. ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492881?utm_source=openai))

Sources:
https://jamanetwork.com/journals/jama/fullarticle/2492881
https://www.sccm.org/clinical-resources/sepsis-definitions",https://jamanetwork.com/journals/jama/fullarticle/2492881?utm_source=openai; https://jamanetwork.com/journals/jama/fullarticle/2492881; https://www.sccm.org/clinical-resources/sepsis-definitions
6,Medicine,What clinical and laboratory criteria define sepsis and septic shock (Sepsis-3)?,verification,"- Sepsis (Sepsis-3): Suspected or documented infection with life‑threatening organ dysfunction, operationalized as an acute increase in SOFA score ≥2 points. ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492881))
- Septic shock (Sepsis-3): Sepsis plus persisting hypotension requiring vasopressors to maintain MAP ≥65 mm Hg and serum lactate >2 mmol/L (18 mg/dL) despite adequate fluid resuscitation (i.e., not due to hypovolemia). ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492881))

Why this source: It is the original 2016 JAMA Sepsis‑3 consensus paper that defines sepsis and septic shock and specifies the SOFA and vasopressor/lactate criteria used worldwide. ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492881))

Sources:
https://jamanetwork.com/journals/jama/fullarticle/2492881",https://jamanetwork.com/journals/jama/fullarticle/2492881
6,Medicine,What clinical and laboratory criteria define sepsis and septic shock (Sepsis-3)?,icl,"- Sepsis (Sepsis-3): Suspected or documented infection plus acute organ dysfunction, operationalized as an acute increase in SOFA score ≥2 points from baseline (SOFA uses clinical/lab variables: PaO2/FiO2, platelets, bilirubin, MAP/vasopressors, Glasgow Coma Scale, creatinine/urine output). This threshold carries ~10% in-hospital mortality. ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492881))

- Septic shock: Sepsis with persisting hypotension requiring vasopressors to maintain MAP ≥65 mm Hg and serum lactate >2 mmol/L (18 mg/dL) despite adequate volume resuscitation; mortality typically exceeds 40%. ([jamanetwork.com](https://jamanetwork.com/journals/jama/fullarticle/2492881))

Note: qSOFA (RR ≥22/min, SBP ≤100 mm Hg, altered mentation) is a bedside prompt, not diagnostic; guidelines advise against using qSOFA alone for screening. ([sccm.org](https://sccm.org/clinical-resources/guidelines/guidelines/surviving-sepsis-guidelines-2021?utm_source=openai))

Sources:
https://jamanetwork.com/journals/jama/fullarticle/2492881
https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021",https://jamanetwork.com/journals/jama/fullarticle/2492881; https://sccm.org/clinical-resources/guidelines/guidelines/surviving-sepsis-guidelines-2021?utm_source=openai; https://www.sccm.org/Clinical-Resources/Guidelines/Guidelines/Surviving-Sepsis-Guidelines-2021
7,Medicine,"What pre-exposure and post-exposure prophylaxis regimens exist for HIV, and what baseline labs are required?",direct,"Pre-exposure prophylaxis (PrEP)
- Regimens: daily oral TDF/FTC; daily oral TAF/FTC (not for receptive vaginal sex); long‑acting cabotegravir IM (day 0, month 1, then every 2 months). Off‑label “2‑1‑1” TDF/FTC for adult MSM has evidence but isn’t CDC‑recommended.
- Baseline labs: HIV Ag/Ab (add HIV‑1 RNA if acute symptoms/recent PrEP/PEP), STI tests (gonorrhea/chlamydia NAATs, syphilis), renal function/eCrCl (>60 mL/min for TDF; ≥30 for TAF), hepatitis B serologies (HBsAg, anti‑HBc, anti‑HBs), lipid panel if using TAF. ([cdc.gov](https://www.cdc.gov/hivnexus/hcp/prep/index.html))

Post-exposure prophylaxis (PEP)
- When and how: start ASAP and ≤72 hours; treat for 28 days.
- Preferred adult/adolescent regimens (CDC 2025): BIC/FTC/TAF once daily; or DTG + (TAF or TDF) + (FTC or 3TC). ([cdc.gov](https://www.cdc.gov/mmwr/volumes/74/rr/rr7401a1.htm?utm_source=openai))
- Baseline labs: rapid HIV test (start PEP immediately if testing unavailable), pregnancy test when relevant, creatinine/BUN, liver enzymes, hepatitis B panel, hepatitis C antibody, and STI testing for sexual exposures. ([cdc.gov](https://www.cdc.gov/hivnexus/hcp/pep/index.html?utm_source=openai))

Sources:
https://www.cdc.gov/hivnexus/hcp/prep/index.html
https://www.cdc.gov/hiv/prevention/prep.html
https://www.cdc.gov/mmwr/volumes/74/rr/rr7401a1.htm
https://www.cdc.gov/hivnexus/hcp/pep/index.html",https://www.cdc.gov/hivnexus/hcp/prep/index.html; https://www.cdc.gov/mmwr/volumes/74/rr/rr7401a1.htm?utm_source=openai; https://www.cdc.gov/hivnexus/hcp/pep/index.html?utm_source=openai; https://www.cdc.gov/hiv/prevention/prep.html; https://www.cdc.gov/mmwr/volumes/74/rr/rr7401a1.htm; https://www.cdc.gov/hivnexus/hcp/pep/index.html
7,Medicine,"What pre-exposure and post-exposure prophylaxis regimens exist for HIV, and what baseline labs are required?",precise,"PrEP (pre‑exposure):
- Daily oral TDF/FTC (all sexual exposures and injection drug use).
- Daily oral TAF/FTC (not for receptive vaginal sex).
- Long‑acting cabotegravir 600 mg IM: start, again at 1 month, then every 2 months.
- Lenacapavir SC every 6 months (FDA‑approved 2025; CDC recommends as a PrEP option).
- Event‑driven “2‑1‑1” TDF/FTC for adult MSM only; off‑label and not CDC‑recommended but may be prescribed in select MSM.

PEP (post‑exposure): 28 days, start ≤72 hours.
- Preferred: TDF/FTC + raltegravir or dolutegravir.
- Alternative: TDF/FTC + darunavir/ritonavir.

Baseline labs
- PrEP: HIV Ag/Ab (± HIV‑1 RNA if recent ARVs/symptoms), STI screening, creatinine/eCrCl for oral tenofovir, HBV serology (HBsAg, anti‑HBs, anti‑HBc); lipid panel if using TAF/FTC.
- PEP: Baseline HIV rapid test; pregnancy test if applicable; LFTs; BUN/creatinine; STI tests; HBV panel; HCV antibody.

Sources:
https://www.cdc.gov/hivnexus/hcp/prep/index.html
https://www.cdc.gov/hivnexus/hcp/pep/index.html
https://www.cdc.gov/mmwr/volumes/74/wr/mm7435a1.htm",https://www.cdc.gov/hivnexus/hcp/prep/index.html; https://www.cdc.gov/hivnexus/hcp/pep/index.html; https://www.cdc.gov/mmwr/volumes/74/wr/mm7435a1.htm
7,Medicine,"What pre-exposure and post-exposure prophylaxis regimens exist for HIV, and what baseline labs are required?",verification,"PrEP regimens (U.S., 2025): daily oral TDF/FTC; daily oral TAF/FTC (not for receptive vaginal sex); cabotegravir LA IM after a 1‑month second dose then every 2 months; lenacapavir SC every 6 months. Event‑driven “2‑1‑1” TDF/FTC exists for adult MSM but is off‑label and not CDC‑recommended. ([cdc.gov](https://www.cdc.gov/hivnexus/hcp/prep/index.html?utm_source=openai))
Baseline labs for PrEP: confirm HIV‑negative with Ag/Ab testing (add HIV‑1 RNA if recent PrEP/PEP or acute symptoms), screen for STIs, assess kidney function for tenofovir regimens (eCrCl thresholds), HBV serology; check lipids if using TAF/FTC. ([cdc.gov](https://www.cdc.gov/hivnexus/hcp/prep/index.html?utm_source=openai))
PEP regimens: start within ≤72 hours for 28 days with either BIC/FTC/TAF or DTG + (TAF or TDF) + (FTC or 3TC); baseline labs include rapid HIV test, pregnancy test if applicable, LFTs, BUN/Cr, STI tests, and HBV/HCV serology. ([cdc.gov](https://www.cdc.gov/mmwr/volumes/74/rr/rr7401a1.htm?utm_source=openai))

These sources are current CDC clinical guidance and 2025 MMWR updates, the primary U.S. recommendations.

Sources:
https://www.cdc.gov/hivnexus/hcp/prep/index.html
https://www.cdc.gov/mmwr/volumes/74/wr/mm7435a1.htm
https://www.cdc.gov/mmwr/volumes/74/rr/rr7401a1.htm
https://www.cdc.gov/hivnexus/hcp/pep/index.html",https://www.cdc.gov/hivnexus/hcp/prep/index.html?utm_source=openai; https://www.cdc.gov/mmwr/volumes/74/rr/rr7401a1.htm?utm_source=openai; https://www.cdc.gov/hivnexus/hcp/prep/index.html; https://www.cdc.gov/mmwr/volumes/74/wr/mm7435a1.htm; https://www.cdc.gov/mmwr/volumes/74/rr/rr7401a1.htm; https://www.cdc.gov/hivnexus/hcp/pep/index.html
